_id,body_type,car_brand,car_model,car_name,drive_wheels,engine_displacement,fuel_type,general_rating,horse_power,number_of_cylinders,number_of_reviews,price_new,production_year,seat_capacity,transmission_type,views
69749ca138d4f6af0d04b07c,SUV,CHEVROLET,Captiva,CHEVROLET Captiva,FWD,2.2,diesel,3.3,165,4,77,39216,2010,5,automatic,2944
69749ca138d4f6af0d04b080,Sedan,FORD,Mustang,FORD Mustang,RWD,2,petrol,4.1,150,4,806,28340,2015,5,tiptronic,1987
69749ca138d4f6af0d04b081,SUV,MERCEDES-BENZ,ML 350,MERCEDES-BENZ ML 350,RWD,3.5,petrol,3.6,262,6,204,43956,2013,5,automatic,12449
69749ca138d4f6af0d04b086,Sedan,TOYOTA,Yaris,TOYOTA Yaris,FWD,1.5,petrol,3.4,112,4,376,27136,2018,5,automatic,1306
69749ca138d4f6af0d04b088,SUV,HONDA,Cr-v,HONDA Cr-v,AWD,2,petrol,3.2,150,4,671,42672,1997,5,automatic,2739
69749ca138d4f6af0d04b08d,Sedan,CHEVROLET,Cruze,CHEVROLET Cruze,FWD,1.8,petrol,3.1,135,4,259,30820,2009,5,automatic,2388
69749ca138d4f6af0d04b08e,SUV,CHEVROLET,Orlando,CHEVROLET Orlando,FWD,2,diesel,3.3,150,4,327,37968,2011,5,automatic,2747
69749ca138d4f6af0d04b08f,SUV,MERCEDES-BENZ,GL 63 AMG,MERCEDES-BENZ GL 63 AMG,AWD,5.5,petrol,3.8,412,8,282,52836,2013,5,automatic,3339
69749ca138d4f6af0d04b090,Sedan,BMW,520 Vanos,BMW 520 Vanos,RWD,2,petrol,3,150,6,97,35880,1994,5,manual,4890
69749ca138d4f6af0d04b091,SUV,SUBARU,Forester,SUBARU Forester,AWD,2.5,petrol,3.4,188,4,54,40228,2011,5,automatic,2516
69749ca138d4f6af0d04b092,Sedan,DAEWOO,Lacetti,DAEWOO Lacetti,FWD,2,petrol,3.1,150,4,993,32292,2007,5,automatic,1031
69749ca138d4f6af0d04b094,Coupe,BMW,428 Sport Line,BMW 428 Sport Line,RWD,2,petrol,4.2,150,4,839,31360,2012,4,automatic,2650
69749ca138d4f6af0d04b095,SUV,NISSAN,Patrol,NISSAN Patrol,RWD,2.5,diesel,3.7,188,4,958,43200,1989,5,manual,5106
69749ca138d4f6af0d04b097,Sedan,MERCEDES-BENZ,E 320,MERCEDES-BENZ E 320,RWD,3.2,petrol,3.4,240,6,210,39204,2003,5,tiptronic,3192
69749ca138d4f6af0d04b098,Coupe,HYUNDAI,Genesis,HYUNDAI Genesis,FWD,2,petrol,3.1,150,4,862,34336,2008,4,automatic,3683
69749ca138d4f6af0d04b09a,Coupe,PORSCHE,911,PORSCHE 911,RWD,3.8,petrol,3.6,285,6,651,41216,2012,4,automatic,8051
69749ca138d4f6af0d04b09c,SUV,LEXUS,GX 460,LEXUS GX 460,AWD,4.6,petrol,3.6,345,8,958,50600,2009,5,automatic,1820
69749ca138d4f6af0d04b09d,Minivan,MERCEDES-BENZ,Sprinter,MERCEDES-BENZ Sprinter,RWD,2.4,diesel,3.6,180,4,249,36300,2003,5,manual,4771
69749ca138d4f6af0d04b09f,Sedan,FORD,Focus SE,FORD Focus SE,FWD,2,petrol,3.2,150,4,829,30360,2014,5,automatic,1986
69749ca138d4f6af0d04b0a2,Hatchback,KIA,Picanto,KIA Picanto,FWD,1.2,petrol,2.8,90,4,319,22236,2015,5,manual,3440
69749ca138d4f6af0d04b0a3,Sedan,BMW,328,BMW 328,RWD,3,cng,3.4,225,6,548,36972,2007,5,tiptronic,1517
69749ca138d4f6af0d04b0a4,SUV,FORD,Explorer,FORD Explorer,FWD,2.3,petrol,3.3,172,4,45,37584,2016,5,automatic,1887
69749ca138d4f6af0d04b0a7,SUV,MITSUBISHI,Airtrek,MITSUBISHI Airtrek,AWD,2.4,lpg,3.6,180,4,322,42240,2004,5,tiptronic,11030
69749ca138d4f6af0d04b0a8,Sedan,MERCEDES-BENZ,E 500 AMG,MERCEDES-BENZ E 500 AMG,RWD,5,petrol,3.7,375,12,293,48312,2002,5,tiptronic,1557
69749ca138d4f6af0d04b0a9,Sedan,MITSUBISHI,Lancer,MITSUBISHI Lancer,RWD,1.3,petrol,2.7,98,4,661,31744,1996,5,manual,580
69749ca138d4f6af0d04b0ab,SUV,SSANGYONG,Korando,SSANGYONG Korando,FWD,2,diesel,3.3,150,4,681,37632,2012,5,automatic,2062
69749ca138d4f6af0d04b0ae,Hatchback,RENAULT,Clio,RENAULT Clio,FWD,1.2,petrol,2.5,90,3,47,26520,1994,5,manual,542
69749ca138d4f6af0d04b0af,Sedan,MAZDA,616,MAZDA 616,FWD,2.5,petrol,3.3,188,4,332,32856,2013,5,automatic,1270
69749ca138d4f6af0d04b0b6,Sedan,MERCEDES-BENZ,C 220,MERCEDES-BENZ C 220,RWD,2,diesel,3.6,150,4,638,32760,1998,5,manual,2874
69749ca138d4f6af0d04b0b8,Minivan,NISSAN,Serena,NISSAN Serena,FWD,2,petrol,3.2,150,4,4,35708,2011,5,tiptronic,4204
69749ca138d4f6af0d04b0b9,Sedan,NISSAN,Maxima,NISSAN Maxima,FWD,3.5,petrol,3.4,262,6,309,40656,2003,5,automatic,2924
69749ca138d4f6af0d04b0ba,SUV,TOYOTA,RAV 4,TOYOTA RAV 4,AWD,2.4,petrol,3.4,180,4,120,41184,2007,5,automatic,6453
69749ca138d4f6af0d04b0bd,SUV,MITSUBISHI,Pajero,MITSUBISHI Pajero,AWD,2.4,petrol,3.3,180,4,376,45056,1996,5,automatic,2015
69749ca138d4f6af0d04b0c3,Hatchback,CHEVROLET,Volt,CHEVROLET Volt,FWD,1.4,hybrid,3,105,4,71,23532,2013,5,automatic,2070
69749ca138d4f6af0d04b0c4,SUV,GMC,TERRAIN,GMC TERRAIN,FWD,2.4,petrol,3.5,180,4,646,39424,2012,5,automatic,1682
69749ca138d4f6af0d04b0c5,Wagon,MERCEDES-BENZ,208,MERCEDES-BENZ 208,RWD,2.5,diesel,2.8,188,4,633,40040,1984,5,manual,4839
69749ca138d4f6af0d04b0c7,SUV,HONDA,Hr-v EX,HONDA Hr-v EX,AWD,1.8,petrol,3.4,135,4,995,36080,2014,5,automatic,1811
69749ca138d4f6af0d04b0c8,Coupe,FIAT,500,FIAT 500,FWD,1.2,petrol,3,90,4,697,30096,2010,4,automatic,3955
69749ca138d4f6af0d04b0ca,Sedan,SUBARU,Legacy,SUBARU Legacy,AWD,2,petrol,3.8,150,6,388,31200,2004,5,tiptronic,6358
69749ca138d4f6af0d04b0cb,Sedan,HYUNDAI,Elantra sport limited,HYUNDAI Elantra sport limited,FWD,1.8,petrol,3.3,135,4,625,30016,2012,5,tiptronic,1040
69749ca138d4f6af0d04b0cd,Minivan,TOYOTA,Sienna,TOYOTA Sienna,FWD,3.5,petrol,3.5,262,6,972,43240,2009,5,tiptronic,961
69749ca138d4f6af0d04b0d3,Hatchback,MERCEDES-BENZ,A 170,MERCEDES-BENZ A 170,FWD,1.7,petrol,3.1,128,4,489,26208,2007,5,automatic,1649
69749ca138d4f6af0d04b0d4,SUV,LEXUS,NX 300,LEXUS NX 300,FWD,2.5,petrol,4.2,188,4,502,34240,2017,5,tiptronic,3890
69749ca138d4f6af0d04b0d5,SUV,SSANGYONG,REXTON,SSANGYONG REXTON,FWD,2,diesel,3.3,150,4,812,37632,2012,5,automatic,1755
69749ca138d4f6af0d04b0d8,Minivan,KIA,Carnival grand,KIA Carnival grand,FWD,2.9,diesel,3.3,218,4,616,40832,2008,5,automatic,2553
69749ca138d4f6af0d04b0db,SUV,INFINITI,QX60,INFINITI QX60,AWD,3.5,petrol,3.8,262,6,653,43560,2014,5,automatic,2957
69749ca138d4f6af0d04b0dd,Sedan,VOLKSWAGEN,Passat,VOLKSWAGEN Passat,FWD,1.8,petrol,3.3,135,6,12,28944,2016,5,tiptronic,2615
69749ca138d4f6af0d04b0de,Sedan,MERCEDES-BENZ,E 240 E 240,MERCEDES-BENZ E 240 E 240,RWD,2.4,petrol,3,180,6,525,37084,1997,5,manual,2083
69749ca138d4f6af0d04b0df,SUV,MAZDA,1000,MAZDA 1000,AWD,2,petrol,3.7,150,4,478,35616,2018,5,automatic,2060
69749ca138d4f6af0d04b0e0,Coupe,AUDI,50,AUDI 50,RWD,0.5,petrol,3,38,1,214,25252,2017,4,tiptronic,4669
69749ca138d4f6af0d04b0e2,Sedan,MERCEDES-BENZ,C 250,MERCEDES-BENZ C 250,RWD,2,petrol,4.1,150,4,659,28860,2013,5,tiptronic,2821
69749ca138d4f6af0d04b0e4,Wagon,TOYOTA,Vitz funkargo,TOYOTA Vitz funkargo,AWD,1.5,petrol,3.2,112,4,715,30012,2002,5,automatic,2368
69749ca138d4f6af0d04b0e6,Sedan,BMW,325,BMW 325,RWD,2.5,petrol,3.1,188,6,658,36704,2000,5,manual,2846
69749ca138d4f6af0d04b0e7,Sedan,AUDI,A6,AUDI A6,AWD,3,petrol,3.7,225,6,728,35076,2013,5,automatic,1875
69749ca138d4f6af0d04b0ed,SUV,NISSAN,Pathfinder,NISSAN Pathfinder,AWD,4,lpg,3.7,300,6,804,47840,2009,5,tiptronic,3148
69749ca138d4f6af0d04b0ee,Minivan,MITSUBISHI,Delica,MITSUBISHI Delica,AWD,3,petrol,3.7,225,6,934,42720,2004,5,automatic,1683
69749ca138d4f6af0d04b0f0,Sedan,VOLKSWAGEN,Golf,VOLKSWAGEN Golf,FWD,2,cng,2.6,150,4,32,35604,1995,5,manual,4007
69749ca138d4f6af0d04b0f1,Wagon,MERCEDES-BENZ,Vaneo,MERCEDES-BENZ Vaneo,FWD,1.9,lpg,3,142,4,808,31702,2003,5,tiptronic,2180
69749ca138d4f6af0d04b0f2,Sedan,TOYOTA,Camry Se,TOYOTA Camry Se,FWD,2.5,petrol,3.3,188,4,176,31672,2017,5,tiptronic,2597
69749ca138d4f6af0d04b0f7,SUV,NISSAN,Patrol Y60,NISSAN Patrol Y60,RWD,2.5,diesel,3.7,188,4,988,43200,1989,5,manual,7483
69749ca138d4f6af0d04b0f8,Hatchback,AUDI,A7,AUDI A7,AWD,3,petrol,3.4,225,6,320,30912,2012,5,automatic,3635
69749ca138d4f6af0d04b0ff,Hatchback,HYUNDAI,I30,HYUNDAI I30,FWD,1.6,diesel,2.9,120,4,288,25740,2007,5,manual,4095
69749ca138d4f6af0d04b101,Sedan,NISSAN,Altima,NISSAN Altima,FWD,2.4,petrol,2.7,180,4,535,37084,1997,5,manual,8755
69749ca138d4f6af0d04b103,Coupe,ALFA ROMEO,147,ALFA ROMEO 147,FWD,1.8,petrol,2.9,135,4,151,35712,2000,4,manual,1095
69749ca138d4f6af0d04b104,SUV,SUZUKI,Grand Vitara,SUZUKI Grand Vitara,AWD,1.6,petrol,3.5,120,4,614,37440,2007,5,automatic,2406
69749ca138d4f6af0d04b105,Hatchback,LEXUS,CT 200h,LEXUS CT 200h,FWD,1.8,hybrid,3.1,135,4,919,25992,2010,5,automatic,967
69749ca138d4f6af0d04b108,Hatchback,PORSCHE,Panamera,PORSCHE Panamera,AWD,4.8,petrol,3.6,360,8,909,40020,2009,5,tiptronic,2938
69749ca138d4f6af0d04b109,Hatchback,HYUNDAI,Veloster,HYUNDAI Veloster,FWD,1.6,petrol,3.1,120,4,259,24200,2014,5,tiptronic,2670
69749ca138d4f6af0d04b10a,SUV,TOYOTA,RAV 4 XLE Sport,TOYOTA RAV 4 XLE Sport,FWD,2.5,petrol,3,188,4,770,39872,2012,5,tiptronic,3091
69749ca138d4f6af0d04b10d,Sedan,TOYOTA,Sienta,TOYOTA Sienta,FWD,1.5,petrol,2.8,112,4,899,30976,2003,5,variator,1984
69749ca138d4f6af0d04b110,Sedan,MERCEDES-BENZ,CLS 550,MERCEDES-BENZ CLS 550,FWD,5.5,petrol,3.4,412,4,98,47840,2009,5,automatic,1282
69749ca138d4f6af0d04b114,Sedan,CHEVROLET,Avalanche,CHEVROLET Avalanche,FWD,5.3,petrol,3.6,398,8,810,46512,2010,5,automatic,3042
69749ca138d4f6af0d04b116,Sedan,TOYOTA,Avalon LIMITED,TOYOTA Avalon LIMITED,FWD,2.5,hybrid,3.3,188,4,21,33152,2012,5,tiptronic,1359
69749ca138d4f6af0d04b117,Sedan,KIA,Cerato K3,KIA Cerato K3,FWD,2,diesel,4.1,150,4,572,28340,2015,5,tiptronic,1871
69749ca138d4f6af0d04b118,Sedan,MAZDA,CX-7,MAZDA CX-7,FWD,2.5,petrol,3.4,188,4,38,33744,2010,5,automatic,3422
69749ca138d4f6af0d04b11e,Hatchback,OPEL,Astra G,OPEL Astra G,FWD,1.6,petrol,2.8,120,4,190,26840,2002,5,manual,6705
69749ca138d4f6af0d04b11f,Hatchback,TOYOTA,Ist,TOYOTA Ist,FWD,1.3,petrol,3.1,98,4,848,25584,2001,5,automatic,4894
69749ca138d4f6af0d04b125,Sedan,TOYOTA,Corolla,TOYOTA Corolla,FWD,1.8,petrol,3.4,135,4,212,30016,2012,5,automatic,5744
69749ca138d4f6af0d04b129,SUV,NISSAN,Rogue,NISSAN Rogue,AWD,2.5,petrol,3.5,188,4,481,40940,2009,5,automatic,3469
69749ca138d4f6af0d04b12a,Minivan,MAZDA,MPV,MAZDA MPV,FWD,2.5,petrol,3,188,4,276,42000,1999,5,automatic,4524
69749ca138d4f6af0d04b12d,Sedan,BMW,530,BMW 530,RWD,3,petrol,3.4,225,6,369,37288,2006,5,tiptronic,2366
69749ca138d4f6af0d04b12e,Sedan,LEXUS,GS 350,LEXUS GS 350,RWD,3.5,petrol,3.5,262,6,951,37632,2012,5,tiptronic,3571
69749ca138d4f6af0d04b134,Minivan,VOLKSWAGEN,Sharan,VOLKSWAGEN Sharan,FWD,1.4,petrol,3.1,105,4,257,33288,2010,5,automatic,1880
69749ca138d4f6af0d04b13e,Sedan,NISSAN,Tiida,NISSAN Tiida,FWD,1.8,cng,2.9,135,4,234,31892,2005,5,variator,1812
69749ca138d4f6af0d04b143,Sedan,MERCEDES-BENZ,C 300,MERCEDES-BENZ C 300,RWD,2,petrol,3.5,150,4,305,30360,2014,5,automatic,3606
69749ca138d4f6af0d04b144,SUV,SSANGYONG,Actyon,SSANGYONG Actyon,FWD,1.6,diesel,3.3,120,4,210,34560,2016,5,automatic,2369
69749ca138d4f6af0d04b14a,SUV,TOYOTA,Tundra,TOYOTA Tundra,AWD,4.6,petrol,3.9,345,8,578,47960,2015,5,automatic,2553
69749ca138d4f6af0d04b14c,Minivan,NISSAN,Elgrand,NISSAN Elgrand,AWD,2.4,diesel,4.4,180,4,893,38100,1997,5,automatic,2903
69749ca138d4f6af0d04b14d,Sedan,MERCEDES-BENZ,C 350,MERCEDES-BENZ C 350,RWD,3.5,petrol,3.6,262,6,876,37632,2012,5,automatic,1513
69749ca138d4f6af0d04b14f,Sedan,MERCEDES-BENZ,CLS 500,MERCEDES-BENZ CLS 500,RWD,5,petrol,3.7,375,8,301,47124,2005,5,automatic,5248
69749ca138d4f6af0d04b156,Sedan,MERCEDES-BENZ,S 350,MERCEDES-BENZ S 350,RWD,3.5,petrol,3.2,262,4,550,40320,2004,5,automatic,1439
69749ca138d4f6af0d04b15a,SUV,TOYOTA,RAV 4 Le,TOYOTA RAV 4 Le,FWD,2.5,petrol,3.3,188,4,119,39872,2012,5,tiptronic,3519
69749ca138d4f6af0d04b15b,Sedan,OPEL,Zafira,OPEL Zafira,FWD,1.8,petrol,2.7,135,4,73,33500,1999,5,manual,2974
69749ca138d4f6af0d04b15d,Hatchback,OPEL,Vectra b,OPEL Vectra b,FWD,1.6,diesel,3.3,120,4,983,27500,1999,5,manual,4581
69749ca138d4f6af0d04b15f,Sedan,MERCEDES-BENZ,C 200,MERCEDES-BENZ C 200,RWD,2,cng,3,150,4,951,34224,2000,5,manual,9142
69749ca138d4f6af0d04b161,Sedan,OPEL,Astra,OPEL Astra,FWD,1.1,petrol,2.7,82,4,457,31920,1991,5,manual,2847
69749ca138d4f6af0d04b162,Hatchback,MAZDA,323,MAZDA 323,FWD,1.5,petrol,2.7,112,4,137,27432,1997,5,manual,1644
69749ca138d4f6af0d04b166,Sedan,MERCEDES-BENZ,E 350 ამგ,MERCEDES-BENZ E 350 ამგ,AWD,3.5,petrol,3.6,262,4,59,37632,2012,5,tiptronic,3438
69749ca138d4f6af0d04b16b,Coupe,MERCEDES-BENZ,CLK 320,MERCEDES-BENZ CLK 320,RWD,3.2,petrol,3.3,240,6,468,43000,1999,4,tiptronic,3090
69749ca138d4f6af0d04b16e,Sedan,TOYOTA,Avalon,TOYOTA Avalon,FWD,2.5,hybrid,3.4,188,4,37,32560,2014,5,tiptronic,3479
69749ca138d4f6af0d04b16f,SUV,MERCEDES-BENZ,ML 250,MERCEDES-BENZ ML 250,AWD,2.1,diesel,3.7,158,4,8,37400,2014,5,automatic,7543
69749ca138d4f6af0d04b170,Sedan,BMW,330,BMW 330,AWD,3,petrol,3.6,225,6,251,37288,2006,5,tiptronic,9224
69749ca138d4f6af0d04b171,Sedan,AUDI,A7 Prestige,AUDI A7 Prestige,AWD,2,petrol,4.4,150,6,520,28340,2015,5,automatic,3545
69749ca138d4f6af0d04b172,Hatchback,MITSUBISHI,Colt Lancer,MITSUBISHI Colt Lancer,FWD,2,petrol,3.4,150,4,111,26196,2013,5,automatic,2365
69749ca138d4f6af0d04b179,Sedan,BMW,318,BMW 318,RWD,1.8,lpg,2.8,135,4,499,34304,1996,5,manual,4860
69749ca138d4f6af0d04b17b,SUV,MITSUBISHI,Outlander,MITSUBISHI Outlander,FWD,2.4,petrol,3.3,180,4,130,38368,2015,5,variator,3631
69749ca138d4f6af0d04b17c,Sedan,TOYOTA,Camry SE,TOYOTA Camry SE,FWD,2.5,petrol,3.4,188,4,118,32856,2013,5,tiptronic,3683
69749ca138d4f6af0d04b17f,Sedan,MERCEDES-BENZ,E 200,MERCEDES-BENZ E 200,RWD,2,cng,2.9,150,4,535,35052,1997,5,manual,1774
69749ca138d4f6af0d04b181,SUV,MERCEDES-BENZ,GLE 350,MERCEDES-BENZ GLE 350,AWD,3,petrol,3.5,225,6,622,40984,2015,5,automatic,6321
69749ca138d4f6af0d04b184,Sedan,CHEVROLET,Malibu,CHEVROLET Malibu,FWD,2.5,petrol,3.3,188,4,874,32856,2013,5,automatic,5366
69749ca138d4f6af0d04b185,Sedan,ACURA,TL,ACURA TL,FWD,3.5,petrol,3.5,262,6,647,38640,2009,5,automatic,1715
69749ca138d4f6af0d04b196,Sedan,HONDA,Insight,HONDA Insight,FWD,1.3,hybrid,3.1,98,4,413,28520,2009,5,variator,2669
69749ca138d4f6af0d04b199,Wagon,HONDA,Stream,HONDA Stream,FWD,2,petrol,3.1,150,4,869,32984,2000,5,automatic,2094
69749ca138d4f6af0d04b1b1,Hatchback,MITSUBISHI,I,MITSUBISHI I,FWD,0.7,petrol,2.9,52,3,467,20976,2010,5,automatic,1902
69749ca138d4f6af0d04b1ba,Hatchback,VOLKSWAGEN,GTI,VOLKSWAGEN GTI,FWD,1.6,petrol,3.5,120,4,968,26180,2005,5,manual,4392
69749ca138d4f6af0d04b1bb,Hatchback,MITSUBISHI,Colt,MITSUBISHI Colt,FWD,1.3,petrol,2.8,98,4,634,25376,2002,5,variator,1561
69749ca138d4f6af0d04b1bf,SUV,MITSUBISHI,Pajero Mini,MITSUBISHI Pajero Mini,AWD,0.7,petrol,3,52,3,211,33796,2005,5,manual,3332
69749ca138d4f6af0d04b1c0,Hatchback,FORD,C-MAX,FORD C-MAX,FWD,2,hybrid,3.3,150,4,822,26432,2012,5,tiptronic,1121
69749ca138d4f6af0d04b1c2,Sedan,BMW,750,BMW 750,RWD,4.8,petrol,3.6,360,8,697,46560,2004,5,tiptronic,2119
69749ca138d4f6af0d04b1c3,SUV,TOYOTA,RAV 4 s p o r t,TOYOTA RAV 4 s p o r t,AWD,2.5,petrol,3.5,188,4,740,38448,2016,5,tiptronic,4370
69749ca138d4f6af0d04b1c5,Sedan,MERCEDES-BENZ,E 250,MERCEDES-BENZ E 250,FWD,2.5,diesel,2.7,188,2,716,38480,1994,5,manual,1487
69749ca138d4f6af0d04b1db,Sedan,SUBARU,Outback,SUBARU Outback,AWD,2.5,petrol,3.3,188,6,654,36112,2002,5,tiptronic,2511
69749ca138d4f6af0d04b1dd,Sedan,MERCEDES-BENZ,GLC 300,MERCEDES-BENZ GLC 300,RWD,2,petrol,4.1,150,6,646,27820,2017,5,tiptronic,3214
